game_id,season,week,team,opponent,is_home,model_prob,ci_lo,ci_hi,market_prob_devig,overround,edge,ev_dollars,team_moneyline,qualifies,stake,confidence_label
2025_13_ARI_TB,2025,13,ARI,TB,False,0.43336832901981354,0.35172244338158476,0.5141891921862672,0.35717917429326823,1.043217408989221,0.0761891547265453,1.4409238861230778,164,False,0.0,no edge
2025_13_ARI_TB,2025,13,TB,ARI,True,0.576969796546479,0.4757687332327886,0.6647496432749265,0.6428208257067318,1.043217408989221,-0.06585102916025287,-1.316313163088346,-198,False,0.0,no edge
2025_13_ATL_NYJ,2025,13,ATL,NYJ,False,0.6875695704839596,0.61797149352577,0.7422724379544594,0.6036967418546374,1.0407268170426065,0.08387282862932222,1.0176810692007976,-166,True,10.0,moderate edge
2025_13_ATL_NYJ,2025,13,NYJ,ATL,True,0.319736696551474,0.2474229696067006,0.39912496938134284,0.3963032581453645,1.0407268170426065,-0.07656656159389047,-2.326319282764623,140,False,0.0,no edge
2025_13_BUF_PIT,2025,13,BUF,PIT,False,0.6878791723917914,0.6124719780570598,0.7571110930801223,0.6036967418546374,1.0407268170426065,0.08418243053715402,1.0226421600130426,-166,True,10.0,moderate edge
2025_13_BUF_PIT,2025,13,PIT,BUF,True,0.3137886372025927,0.25189109449709474,0.3859356008580112,0.3963032581453645,1.0407268170426065,-0.08251462094277179,-2.4690727071377756,140,False,0.0,no edge
2025_13_CHI_PHI,2025,13,CHI,PHI,False,0.30996509110761455,0.23674429020461474,0.38370176415490725,0.24877149877149526,1.042997542997543,0.06119359233611929,1.468708370981739,270,False,0.0,no edge
2025_13_CHI_PHI,2025,13,PHI,CHI,True,0.6896877940097774,0.6116894972789927,0.7625866040673702,0.7512285012284999,1.042997542997543,-0.06154070721872251,-1.0746285481087625,-340,False,0.0,no edge
2025_13_CIN_BAL,2025,13,BAL,CIN,True,0.731322441983907,0.6593912459508531,0.7885109059369785,0.7681545636242377,1.0426382411725517,-0.036832121640330784,-0.7365824015371794,-375,False,0.0,no edge
2025_13_CIN_BAL,2025,13,CIN,BAL,False,0.26798947282388413,0.20230449164253328,0.3367040649611092,0.23184543637571006,1.0426382411725517,0.03614403644817407,0.5855841765434224,295,False,0.0,no edge
2025_13_DEN_WAS,2025,13,DEN,WAS,False,0.5661862205228934,0.4717829791810569,0.6605761930640482,0.735191637630662,1.0418118466898956,-0.16900541710776862,-2.5117306317939914,-310,False,0.0,no edge
2025_13_DEN_WAS,2025,13,WAS,DEN,True,0.42347351595151606,0.31105128408837174,0.5264570442672735,0.264808362369338,1.0418118466898956,0.15866515358217803,4.821573058303063,250,True,10.0,strong edge
2025_13_GB_DET,2025,13,DET,GB,True,0.5248736998102302,0.446580338788567,0.6062449040022405,0.5865302642796267,1.0426257459505541,-0.06165656446939649,-1.3649810676381486,-155,False,0.0,no edge
2025_13_GB_DET,2025,13,GB,DET,False,0.45330046990900624,0.3756668511791507,0.531173649839497,0.4134697357203777,1.0426257459505541,0.039830734188628536,0.425910807907143,130,False,0.0,no edge
2025_13_HOU_IND,2025,13,HOU,IND,False,0.34303793656072107,0.284543785884281,0.39417579684403764,0.3917967554331201,1.0428527701254975,-0.04875881887239902,-1.698481935230551,142,False,0.0,no edge
2025_13_HOU_IND,2025,13,IND,HOU,True,0.6474811635894135,0.5658836248434123,0.7043516583105983,0.6082032445668817,1.0428527701254975,0.03927791902253186,0.2835243628906867,-170,False,0.0,no edge
2025_13_JAX_TEN,2025,13,JAX,TEN,False,0.7164751153320245,0.6566981561319921,0.7745522662644005,0.7086148648648648,1.0422297297297298,0.007860250467159657,-0.1816373084129994,-270,False,0.0,no edge
2025_13_JAX_TEN,2025,13,TEN,JAX,True,0.2982153558089893,0.2432027529392208,0.35783126054429665,0.2913851351351351,1.0422297297297298,0.006830220673854193,-0.45710861411234305,220,False,0.0,no edge
2025_13_KC_DAL,2025,13,DAL,KC,True,0.4487949183771628,0.36373944892295895,0.5247943445703681,0.3722889901920158,1.0428235944191186,0.07650592818514701,1.399390926779935,154,False,0.0,no edge
2025_13_KC_DAL,2025,13,KC,DAL,False,0.6082465552173021,0.5537236816206588,0.6792195830339447,0.6277110098079848,1.0428235944191186,-0.01946445459068269,-0.6297152304361568,-185,False,0.0,no edge
2025_13_LA_CAR,2025,13,CAR,LA,True,0.21153918269289676,0.16420152488118073,0.28035568546173023,0.16931216931216936,1.0423280423280423,0.0422270133807274,1.1058070913770788,425,False,0.0,no edge
2025_13_LA_CAR,2025,13,LA,CAR,False,0.7758857632229657,0.6987669702417092,0.8340998157386639,0.8306878306878308,1.0423280423280423,-0.054802067464865156,-0.8917758230347519,-575,False,0.0,no edge
2025_13_LV_LAC,2025,13,LAC,LV,True,0.7506313705303513,0.6699014671296875,0.8092437490243235,0.8359788359788359,1.0423280423280423,-0.0853474654484846,-1.2426340104792337,-600,False,0.0,no edge
2025_13_LV_LAC,2025,13,LV,LAC,False,0.2618256298489651,0.19092644407127365,0.3548117607941264,0.164021164021164,1.0423280423280423,0.09780446582780111,4.138584011844117,440,True,10.0,moderate edge
2025_13_MIN_SEA,2025,13,MIN,SEA,False,0.18053659317561443,0.1271814426348312,0.24844313392065367,0.12142857142852899,1.042857142857143,0.059108021747085446,2.6375615222930104,600,True,10.0,moderate edge
2025_13_MIN_SEA,2025,13,SEA,MIN,True,0.8189083302653137,0.7512474120913948,0.8757530342114318,0.8785714285714217,1.042857142857143,-0.05966309830610794,-0.9010185526076248,-900,False,0.0,no edge
2025_13_NO_MIA,2025,13,MIA,NO,True,0.7229022271578686,0.6668492587372998,0.7701388305258832,0.6932084309133489,1.0421545667447307,0.02969379624451962,0.12063118021015917,-250,False,0.0,no edge
2025_13_NO_MIA,2025,13,NO,MIA,False,0.2888282907393509,0.22545459614210475,0.3531514360307926,0.30679156908665106,1.0421545667447307,-0.01796327834730016,-1.1907371324497973,205,False,0.0,no edge
2025_13_NYG_NE,2025,13,NE,NYG,True,0.660425259491533,0.5721531657502119,0.7309569881954274,0.7681545636242377,1.0426382411725517,-0.10772930413270476,-1.6346133797739162,-375,False,0.0,no edge
2025_13_NYG_NE,2025,13,NYG,NE,False,0.3448424953914919,0.25389755809662273,0.4249255947920762,0.23184543637571006,1.0426382411725517,0.11299705901578186,3.621278567963932,295,True,10.0,strong edge
2025_13_SF_CLE,2025,13,CLE,SF,True,0.35599558710606205,0.2567696737904424,0.4563588857382726,0.30679156908665106,1.0421545667447307,0.04920401801941099,0.8578654067348923,205,False,0.0,no edge
2025_13_SF_CLE,2025,13,SF,CLE,False,0.6680154514330569,0.5672279754395964,0.7578432479022845,0.6932084309133489,1.0421545667447307,-0.025192979480292088,-0.6477836799372048,-250,False,0.0,no edge
