game_id,season,week,team,opponent,is_home,model_prob,ci_lo,ci_hi,ci_lo_raw,ci_hi_raw,ci_widened,history_source,blend_weight,games_of_history,market_prob_devig,overround,edge,ev_dollars,team_moneyline,qualifies,stake,confidence_label
2026_01_ARI_LAC,2026,1,ARI,LAC,False,0.2473513225881371,0.18926273623844955,0.3219578672051915,0.18926273623844958,0.32195786720519154,False,current_season,,0,0.2012012012012011,1.042042042042042,0.046150121386936,1.1308095164661705,350,False,0.0,no edge
2026_01_ARI_LAC,2026,1,LAC,ARI,True,0.7438294304662739,0.6741115930716673,0.8105806369431187,0.6741115930716673,0.8105806369431187,False,current_season,,0,0.7987987987987988,1.042042042042042,-0.05496936833252486,-0.9269157382685258,-455,False,0.0,no edge
2026_01_ATL_PIT,2026,1,ATL,PIT,False,0.2862623090684792,0.22703240895826912,0.3497580822836792,0.2270324089582691,0.3497580822836792,False,current_season,,0,0.2726869642329293,1.0428613656517884,0.013575344835549896,-0.267081491671707,240,False,0.0,no edge
2026_01_ATL_PIT,2026,1,PIT,ATL,True,0.7011808679247903,0.6352257561356791,0.7749255272463762,0.6352257561356791,0.7749255272463762,False,current_season,,0,0.7273130357670706,1.0428613656517884,-0.02613216784228034,-0.635235388118573,-298,False,0.0,no edge
2026_01_BAL_IND,2026,1,BAL,IND,False,0.6005608757974917,0.5557769740721594,0.6569500396449908,0.5557769740721594,0.6569500396449909,False,current_season,,0,0.5972958985638516,1.042049424246345,0.003264977233640165,-0.2872253420405655,-162,False,0.0,no edge
2026_01_BAL_IND,2026,1,IND,BAL,True,0.39127602588600624,0.34291459708691846,0.4326327643372871,0.34291459708691846,0.4326327643372871,False,current_season,,0,0.40270410143615115,1.042049424246345,-0.011428075550144912,-0.7658857890902517,136,False,0.0,no edge
2026_01_BUF_HOU,2026,1,BUF,HOU,False,0.5703698460675579,0.5289176936981398,0.6224207425462894,0.5289176936981398,0.6224207425462894,False,current_season,,0,0.5045355587808534,1.047532656023222,0.06583428728670448,0.7962863719930589,-112,False,0.0,no edge
2026_01_BUF_HOU,2026,1,HOU,BUF,True,0.4357956562672654,0.3841293110140241,0.4807968114148011,0.3841293110140241,0.4807968114148011,False,current_season,,0,0.4954644412191701,1.047532656023222,-0.059668784951904696,-1.6068984718897044,-108,False,0.0,no edge
2026_01_CHI_CAR,2026,1,CAR,CHI,True,0.39127602588600624,0.34291459708691846,0.4326327643372871,0.34291459708691846,0.4326327643372871,False,current_season,,0,0.3963032581453645,1.0407268170426065,-0.00502723225935825,-0.6093753787358507,140,False,0.0,no edge
2026_01_CHI_CAR,2026,1,CHI,CAR,False,0.6083200316202495,0.5579884446032061,0.6678426156278711,0.5579884446032061,0.6678426156278711,False,current_season,,0,0.6036967418546374,1.0407268170426065,0.004623289765612104,-0.25222118006106253,-166,False,0.0,no edge
2026_01_CLE_JAX,2026,1,CLE,JAX,False,0.25000349923432674,0.1902769884020286,0.32259427942784674,0.19027698840202864,0.32259427942784674,False,current_season,,0,0.19641495041952706,1.041952707856598,0.053588548814799686,1.5001609647790302,360,False,0.0,no edge
2026_01_CLE_JAX,2026,1,JAX,CLE,True,0.7456150854885748,0.6738058679371717,0.8179544104263019,0.6738058679371717,0.8179544104263019,False,current_season,,0,0.803585049580473,1.041952707856598,-0.05796996409189825,-0.9574340696066455,-470,False,0.0,no edge
2026_01_DAL_NYG,2026,1,DAL,NYG,False,0.6058399955252297,0.5575734003039722,0.6640947912946976,0.5575734003039722,0.6640947912946976,False,current_season,,0,0.6036967418546374,1.0407268170426065,0.0021432536705923155,-0.29196151748728294,-166,False,0.0,no edge
2026_01_DAL_NYG,2026,1,NYG,DAL,True,0.3940533909339664,0.34322025791909,0.43874887476091845,0.34322025791909,0.43874887476091845,False,current_season,,0,0.3963032581453645,1.0407268170426065,-0.002249867211398082,-0.5427186175848062,140,False,0.0,no edge
2026_01_DEN_KC,2026,1,DEN,KC,False,0.4183710801408695,0.3670568019196172,0.4690629946217595,0.36705680191961726,0.4690629946217595,False,current_season,,0,0.45548654244306935,1.041407867494824,-0.037115462302199864,-1.2142073170417405,110,False,0.0,no edge
2026_01_DEN_KC,2026,1,KC,DEN,True,0.5769199102663181,0.5262649796449194,0.6203501343004302,0.5262649796449194,0.6203501343004302,False,current_season,,0,0.5445134575569403,1.041407867494824,0.03240645270937781,0.20704456625024203,-130,False,0.0,no edge
2026_01_GB_MIN,2026,1,GB,MIN,False,0.4374889256221743,0.3822679192356091,0.49166383014217674,0.3822679192356091,0.4916638301421768,False,current_season,,0,0.4661246612466195,1.043360433604336,-0.028635735624445213,-1.0314770247454268,105,False,0.0,no edge
2026_01_GB_MIN,2026,1,MIN,GB,True,0.565874849652183,0.5128232691363477,0.6242827902665977,0.5128232691363477,0.6242827902665977,False,current_season,,0,0.5338753387533938,1.043360433604336,0.031999510898789274,0.18574729373929522,-125,False,0.0,no edge
2026_01_MIA_LV,2026,1,LV,MIA,True,0.6017223811565903,0.5484243825170871,0.6606863888878496,0.5484243825170871,0.6606863888878496,False,current_season,,0,0.6082032445668817,1.0428527701254975,-0.006480863410291415,-0.4432327698659182,-170,False,0.0,no edge
2026_01_MIA_LV,2026,1,MIA,LV,False,0.3982182237135508,0.34556313843694725,0.4454794760135143,0.34556313843694725,0.4454794760135143,False,current_season,,0,0.3917967554331201,1.0428527701254975,0.00642146828043072,-0.36311898613207116,142,False,0.0,no edge
2026_01_NE_SEA,2026,1,NE,SEA,False,0.39179050796568193,0.3403253671741459,0.44454906808183375,0.3403253671741459,0.44454906808183375,False,current_season,,0,0.3963032581453645,1.0407268170426065,-0.004512750179682556,-0.5970278088236336,140,False,0.0,no edge
2026_01_NE_SEA,2026,1,SEA,NE,True,0.6017223811565903,0.5484243825170871,0.6606863888878496,0.5484243825170871,0.6606863888878496,False,current_season,,0,0.6036967418546374,1.0407268170426065,-0.0019743606980471284,-0.35794256700885496,-166,False,0.0,no edge
2026_01_NO_DET,2026,1,DET,NO,True,0.707316069727178,0.6406325390195036,0.7810970896428828,0.6406325390195036,0.7810970896428828,False,current_season,,0,0.7434640522875814,1.0424836601307188,-0.03614798256040341,-0.7504821651061344,-325,False,0.0,no edge
2026_01_NO_DET,2026,1,NO,DET,False,0.2914553330526719,0.23087540074512886,0.35658967648920786,0.23087540074512883,0.35658967648920786,False,current_season,,0,0.2565359477124174,1.0424836601307188,0.034919385340254516,0.4923919898961877,260,False,0.0,no edge
2026_01_NYJ_TEN,2026,1,NYJ,TEN,False,0.4308557985475431,0.37593405639860117,0.48747447652242076,0.37593405639860117,0.48747447652242076,False,current_season,,0,0.4818330456899004,1.0462348987192298,-0.050977247142357296,-1.4673655581761071,-102,False,0.0,no edge
2026_01_NYJ_TEN,2026,1,TEN,NYJ,True,0.5632610104325803,0.5127130136294368,0.6193151438086008,0.5127130136294368,0.6193151438086008,False,current_season,,0,0.5181669543101195,1.0462348987192298,0.04509405612246076,0.4060084978222447,-118,False,0.0,no edge
2026_01_SF_LA,2026,1,LA,SF,True,0.6217594504172547,0.5644852688484312,0.6874814330196528,0.5644852688484313,0.6874814330196528,False,current_season,,0,0.6641958670260557,1.0426774483378256,-0.04243641660880104,-0.9302979251061023,-218,False,0.0,no edge
2026_01_SF_LA,2026,1,SF,LA,False,0.3770888756831252,0.3126520072026425,0.4386877715083807,0.3126520072026425,0.4386877715083807,False,current_season,,0,0.33580413297394424,1.0426774483378256,0.04128474270918098,0.558488519127506,180,False,0.0,no edge
2026_01_TB_CIN,2026,1,CIN,TB,True,0.6217594504172547,0.5644852688484312,0.6874814330196528,0.5644852688484313,0.6874814330196528,False,current_season,,0,0.6508803885853066,1.042501517911354,-0.029120938168051946,-0.7494325669627968,-205,False,0.0,no edge
2026_01_TB_CIN,2026,1,TB,CIN,False,0.3722657501102287,0.31279483013044906,0.4374297592535086,0.312794830130449,0.4374297592535086,False,current_season,,0,0.34911961141469333,1.042501517911354,0.02314613869553539,0.05117525297617487,170,False,0.0,no edge
2026_01_WAS_PHI,2026,1,PHI,WAS,True,0.684661694339766,0.6198994073950369,0.7568765768404205,0.6198994073950369,0.7568765768404205,False,current_season,,0,0.6884057971014494,1.0434782608695652,-0.0037441027616834655,-0.35884552868492836,-245,False,0.0,no edge
2026_01_WAS_PHI,2026,1,WAS,PHI,False,0.3132163769656856,0.2522367313938676,0.3722048133962572,0.25223673139386754,0.3722048133962572,False,current_season,,0,0.3115942028985507,1.0434782608695652,0.001622174067134885,-0.6035086910294325,200,False,0.0,no edge
