game_id,season,week,team,opponent,is_home,model_prob,ci_lo,ci_hi,market_prob_devig,overround,edge,ev_dollars,team_moneyline,qualifies,stake,confidence_label
2025_06_ARI_IND,2025,6,ARI,IND,False,0.21153042537294067,0.17453697750167257,0.2678925879562719,0.19641495041952706,1.041952707856598,0.015115474953413616,-0.26960043284472945,360,False,0.0,no edge
2025_06_ARI_IND,2025,6,IND,ARI,True,0.7565003383777337,0.6836981536618921,0.80780676805588,0.803585049580473,1.041952707856598,-0.04708471120273938,-0.8254214281849312,-470,False,0.0,no edge
2025_06_BUF_ATL,2025,6,ATL,BUF,True,0.3157606998466709,0.24710725523265575,0.3926471825039023,0.34911961141469333,1.042501517911354,-0.033358911568022453,-1.4744611041398867,170,False,0.0,no edge
2025_06_BUF_ATL,2025,6,BUF,ATL,False,0.6978835956925977,0.6209153079330343,0.76508938101414,0.6508803885853066,1.042501517911354,0.04700320710729111,0.38314617981669796,-205,False,0.0,no edge
2025_06_CHI_WAS,2025,6,CHI,WAS,False,0.31493851788104826,0.24762015576262517,0.39240848324618266,0.30095512704991895,1.0432510362227427,0.013983390831129316,-0.23690594568750445,210,False,0.0,no edge
2025_06_CHI_WAS,2025,6,WAS,CHI,True,0.6764822324695133,0.5981528681878042,0.7344696412124448,0.6990448729500811,1.0432510362227427,-0.022562640480567775,-0.6131535184462873,-258,False,0.0,no edge
2025_06_CIN_GB,2025,6,CIN,GB,False,0.21295314464902934,0.15328030313867774,0.28758093032175946,0.1121212121212122,1.0424242424242425,0.10083193252781714,5.971485848677201,650,True,10.0,strong edge
2025_06_CIN_GB,2025,6,GB,CIN,True,0.7778477335938938,0.7136182598299886,0.8366681958192675,0.8878787878787878,1.0424242424242425,-0.11003105428489401,-1.4436749304671674,-1000,False,0.0,no edge
2025_06_CLE_PIT,2025,6,CLE,PIT,False,0.2651522705153668,0.2035744960306217,0.3321469466865371,0.2861212861212861,1.0431420431420433,-0.02096901560591935,-1.3825512082505789,225,False,0.0,no edge
2025_06_CLE_PIT,2025,6,PIT,CLE,True,0.737199123097486,0.6639157262524248,0.7975717215101189,0.7138787138787139,1.0431420431420433,0.023320409218772098,0.023786637800349286,-278,False,0.0,no edge
2025_06_DAL_CAR,2025,6,CAR,DAL,True,0.3905242213793564,0.3322206851430629,0.45945578279720395,0.38589981447124394,1.0445269016697587,0.004624406908112444,-0.4321565762057684,145,False,0.0,no edge
2025_06_DAL_CAR,2025,6,DAL,CAR,False,0.6426448903270446,0.5616500861669643,0.70486013085841,0.6141001855287574,1.0445269016697587,0.02854470479828719,0.098705419424987,-175,False,0.0,no edge
2025_06_DEN_NYJ,2025,6,DEN,NYJ,False,0.6013707039171454,0.4983433389938651,0.710563267578909,0.7770386794777268,1.0418822370041882,-0.17566797556058134,-2.4638354825572915,-395,False,0.0,no edge
2025_06_DEN_NYJ,2025,6,NYJ,DEN,True,0.398455294061287,0.30786964182253623,0.4989990730620236,0.22296132052237036,1.0418822370041882,0.17549397353891663,6.336667056512766,310,True,10.0,strong edge
2025_06_DET_KC,2025,6,DET,KC,False,0.4133701399572393,0.32333582486084733,0.4992243380327008,0.43388429752066476,1.0413223140495869,-0.02051415756342545,-0.9058569209407343,120,False,0.0,no edge
2025_06_DET_KC,2025,6,KC,DET,True,0.5997305523312483,0.5161725943645618,0.6757511064186928,0.5661157024793416,1.0413223140495869,0.03361484985190666,0.22076011719451305,-142,False,0.0,no edge
2025_06_LAC_MIA,2025,6,LAC,MIA,False,0.6082380900059219,0.5305316910546908,0.6966462660287881,0.6508803885853066,1.042501517911354,-0.04264229857938473,-0.9506040267411624,-205,False,0.0,no edge
2025_06_LAC_MIA,2025,6,MIA,LAC,True,0.37050488348204136,0.30149678928449225,0.46297360790132824,0.34911961141469333,1.042501517911354,0.021385272067348027,0.0036318540151167866,170,False,0.0,no edge
2025_06_LA_BAL,2025,6,BAL,LA,True,0.3254971091482893,0.23467515867239513,0.4216871336197945,0.24146905725851966,1.0433776749566224,0.08402805188976961,2.368890147634991,280,False,0.0,no edge
2025_06_LA_BAL,2025,6,LA,BAL,False,0.6942853903283778,0.6253624228934711,0.7719030642950384,0.7585309427414653,1.0433776749566224,-0.06424555241308749,-1.1014126028334672,-355,False,0.0,no edge
2025_06_NE_NO,2025,6,NE,NO,False,0.7081376449291086,0.6415740643789596,0.7676337405584589,0.636459430979979,1.042149631190727,0.07167821394912954,0.7695933499635275,-192,True,10.0,moderate edge
2025_06_NE_NO,2025,6,NO,NE,True,0.3312488532144605,0.2574100596783933,0.4059031996663614,0.36354056902002124,1.042149631190727,-0.03229171580556073,-1.3875298164240268,160,False,0.0,no edge
2025_06_PHI_NYG,2025,6,NYG,PHI,True,0.305911375468003,0.24265151344890848,0.3726121223091701,0.22296132052237036,1.0418822370041882,0.08295005494563265,2.5423663941881225,310,True,10.0,moderate edge
2025_06_PHI_NYG,2025,6,PHI,NYG,False,0.6754278813654083,0.5873159435416386,0.7391239455303101,0.7770386794777268,1.0418822370041882,-0.10161079811231843,-1.5357771828891869,-395,False,0.0,no edge
2025_06_SEA_JAX,2025,6,JAX,SEA,True,0.43093485440069634,0.34450595501590947,0.5157281423839465,0.4886557005105048,1.0470788428814521,-0.05772084610980843,-1.5865099855102143,-105,False,0.0,no edge
2025_06_SEA_JAX,2025,6,SEA,JAX,False,0.5878414805196467,0.49176435388419204,0.6706357410437283,0.5113442994895173,1.0470788428814521,0.07649718103012937,0.9900798531933948,-115,False,0.0,no edge
