method,brier,log_loss,mean_overround
proportional,0.21176278316053507,0.610981090779678,1.0369488462594691
shin,0.2117130839180075,0.6107318027182842,1.0369488462594691
RAW (skipping de-vig),0.2122987910088248,0.6116239926692557,1.0369488462594691
